name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"washington, dc",2023-01-01,61.4,43.5,51.8,61.4,41.7,51.2,46.2,82.2,0.004,100,4.17,rain,0,0,13.9,8.8,199.3,1015.4,47.7,9.1,100.5,8.7,4,10,2023-01-01T07:26:52,2023-01-01T16:56:42,0.32,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-02,63,40,50.9,63,36.3,50.2,44.2,79.3,0,0,0,,0,0,10.3,9.1,190.8,1019.8,87.8,9.8,65.3,5.7,4,10,2023-01-02T07:26:59,2023-01-02T16:57:31,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-03,68,50.1,59.3,68,50.1,59.3,52.3,78.5,0,0,0,,0,0,29.3,17.7,196.2,1014.1,90.8,9.7,38.6,3.4,2,10,2023-01-03T07:27:04,2023-01-03T16:58:22,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-04,65,53.3,59.5,65,53.3,59.5,55,85.4,0,0,0,,0,0,31.1,14.1,194.4,1010.4,85.2,9.9,32.2,2.8,2,10,2023-01-04T07:27:07,2023-01-04T16:59:14,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-05,64,49.6,56.4,64,45.1,55.9,46,70.4,0,0,0,,0,0,13.9,12.6,231.5,1013.3,75.8,9.9,71.1,6,4,10,2023-01-05T07:27:08,2023-01-05T17:00:08,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-06,51.9,43.7,48.1,51.9,39.3,44.7,32.2,55.1,0,0,0,,0,0,33.2,21.2,317.5,1018.3,88.5,9.9,60.1,5.1,4,10,2023-01-06T07:27:07,2023-01-06T17:01:03,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-07,50.9,37.8,43.9,50.9,31.7,39.1,26.3,50.8,0,0,0,,0,0,23,15.4,301.7,1024.6,61,9.9,83.2,7.1,5,10,2023-01-07T07:27:04,2023-01-07T17:01:59,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-08,43.8,31.5,38,42,25.2,33.4,27.5,66.3,0.011,100,4.17,rain,0,0,13.9,16.6,217.1,1026,59.7,9.8,55.3,4.7,3,10,2023-01-08T07:26:58,2023-01-08T17:02:56,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-09,50.9,36.9,42.5,50.9,30.8,38,28.7,61.7,0,0,0,,0,0,31.2,17.1,309.8,1017.2,31.7,9.4,113.5,10,5,10,2023-01-09T07:26:51,2023-01-09T17:03:54,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-10,46.9,34.2,40.3,46.9,27,37.2,25.8,57.1,0,0,0,,0,0,15,9.8,286,1018.9,60.5,9.9,70.3,6.1,3,10,2023-01-10T07:26:41,2023-01-10T17:04:53,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-11,46.8,32.3,39.9,42.9,26.4,37.2,31.6,72.9,0.019,100,4.17,rain,0,0,15,10.8,135.9,1022,72.8,9.6,61,5.2,3,10,2023-01-11T07:26:29,2023-01-11T17:05:54,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-12,55,40.6,47.2,55,37.1,46.2,42.6,84.2,0.127,100,16.67,rain,0,0,31.1,10.5,183.3,1014.7,95.3,9.2,47.2,4.2,3,10,2023-01-12T07:26:15,2023-01-12T17:06:55,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-13,54.9,39.7,48.3,54.9,31.1,43.9,37.8,68.3,0.25,100,25,rain,0,0,33.3,22.7,310.1,1005.7,83.5,9.7,109.4,9.6,5,10,2023-01-13T07:25:59,2023-01-13T17:07:57,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-14,39.6,31.8,35.9,31,20.8,25.5,22.6,58,0,0,0,"rain,snow",0,0,34.8,24.4,337.2,1012.9,98.8,9.9,26.2,2.3,1,10,2023-01-14T07:25:41,2023-01-14T17:09:00,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-15,45.9,29,36.3,39.2,17.8,27.5,19.5,51.5,0,0,0,"rain,snow",0,0,30.6,20.3,334.9,1019,17.9,9.9,120.5,10.3,5,10,2023-01-15T07:25:21,2023-01-15T17:10:04,0.79,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-16,54.9,30.3,41.8,54.9,21.5,38.2,16.4,39,0,0,0,"rain,snow",0,0,21.9,14.8,318.9,1016.2,36.7,9.9,116.7,10.2,5,10,2023-01-16T07:24:58,2023-01-16T17:11:08,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-17,45,37.7,41.3,44.9,35.7,39.1,36.6,83.8,0.056,100,20.83,rain,0,0,12.8,8,186,1007.9,90.5,8.6,28.2,2.5,1,10,2023-01-17T07:24:34,2023-01-17T17:12:14,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-18,58.9,38.8,47.9,58.9,35,45.6,38.7,73.3,0,0,0,rain,0,0,24.2,14.7,316.9,1012.7,42.8,9.2,114,10,5,10,2023-01-18T07:24:07,2023-01-18T17:13:19,0.89,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-19,46.8,42.6,44.7,46.8,39.6,42.9,39.2,81.5,0.077,100,33.33,rain,0,0,12.8,9.9,72.8,1011.5,97.9,8.3,15.9,1.4,1,10,2023-01-19T07:23:39,2023-01-19T17:14:26,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-20,51.8,40.9,46.1,51.8,35.6,42,32.2,61.6,0,0,0,,0,0,35.9,23.4,291.9,1010.9,75.8,8.3,94.9,8.2,4,10,2023-01-20T07:23:08,2023-01-20T17:15:33,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-21,43.9,35.1,41.1,40.5,33,36.7,26.1,55.3,0,0,0,,0,0,21.9,13.5,307.8,1022.4,78.7,9.9,36.2,3.1,1,10,2023-01-21T07:22:36,2023-01-21T17:16:40,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-22,42.8,33.4,37.8,39.2,29.6,34.3,33.1,83.1,0.234,100,33.33,rain,0,0,17.2,13.3,85.4,1017,89.3,8,21.4,1.8,1,10,2023-01-22T07:22:01,2023-01-22T17:17:48,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-23,46.9,38.8,42.1,40.4,33.1,35.7,32.9,71.8,0.085,100,29.17,rain,0,0,35.1,24.4,296.6,1009.7,96.2,9.2,55.8,4.7,2,10,2023-01-23T07:21:25,2023-01-23T17:18:56,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-24,51,32.7,41.2,51,27.6,37.6,25.7,56.3,0,0,0,,0,0,25.3,10.3,241.5,1023.6,62.4,9.9,119.3,10.4,5,10,2023-01-24T07:20:47,2023-01-24T17:20:05,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-25,47.1,35.5,40.8,46.1,31.2,37,35.4,81.6,0.477,100,50,rain,0,0,24.2,11.3,80.4,1016.3,95.8,7.3,12.8,1.2,0,10,2023-01-25T07:20:06,2023-01-25T17:21:14,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-26,49.7,40.7,44.9,45.9,35.9,40.5,30.9,60.6,0.001,100,4.17,rain,0,0,38,21.4,274.6,1008.6,75.2,9.8,51.5,4.4,3,10,2023-01-26T07:19:24,2023-01-26T17:22:23,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-27,45.7,32.3,39,40.9,27.2,34.5,21.2,50.1,0,0,0,,0,0,21.9,14.6,259.2,1020.8,46.9,9.9,107.9,9.4,5,10,2023-01-27T07:18:40,2023-01-27T17:23:33,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-28,57.6,34.5,44,57.6,27.5,40.7,26.8,52.2,0,0,0,,0,0,19.7,13.2,204.4,1025.3,59.2,9.9,112.6,9.8,5,10,2023-01-28T07:17:55,2023-01-28T17:24:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-29,49.8,40.6,44.8,44.8,35.9,40.3,35.4,70.1,0.035,100,12.5,rain,0,0,20.8,13.5,198.4,1023.7,80.2,9.8,35.6,3.1,2,10,2023-01-29T07:17:07,2023-01-29T17:25:52,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-30,60.9,40.9,48.5,60.9,40.9,48,40.9,76.6,0,0,0,,0,0,10.3,8.7,196.9,1021.2,64.1,9.8,99.3,8.5,5,10,2023-01-30T07:16:18,2023-01-30T17:27:02,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-01-31,47,36.9,41.4,46,30,36.6,37.6,86.6,0.165,100,25,rain,0,0,20.8,14.4,21.7,1022.1,85.5,8.8,14.3,1.1,1,10,2023-01-31T07:15:27,2023-01-31T17:28:12,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-01,40.7,32.5,35.6,37.4,23.9,29.1,21.6,59.4,0.043,100,12.5,"rain,snow",0.4,0,16.1,15.3,347.8,1025.5,81.8,9.1,130.3,11.2,6,10,2023-02-01T07:14:34,2023-02-01T17:29:21,0.36,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-02,41.8,31.3,36,36.8,28.1,32.2,22.5,59.2,0,0,0,,0,0,12.8,11.3,199.9,1021.8,94.5,9.9,87.7,7.5,4,10,2023-02-02T07:13:40,2023-02-02T17:30:31,0.4,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-03,40.7,19.8,31.7,34.1,4.3,20.7,10.5,43.4,0,0,0,,0,0,42.7,28.1,317.1,1021.4,54.6,9.9,143.9,12.5,6,10,2023-02-03T07:12:44,2023-02-03T17:31:41,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-04,31.9,16.9,24.5,23,2.6,15.1,2.1,37.9,0,0,0,,0,0,30.6,16.9,221.9,1035.2,27.8,9.9,150.7,13.1,6,10,2023-02-04T07:11:46,2023-02-04T17:32:51,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-05,58.8,33,44.2,58.8,22.9,39.9,22.3,42.6,0,0,0,,0,0,32.9,17.9,195.8,1022.1,79.7,9.9,116.1,9.9,5,10,2023-02-05T07:10:47,2023-02-05T17:34:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-06,54.8,38.8,47.7,54.8,31.8,44.3,31.9,55,0,0,0,,0,0,32.2,20.1,327.1,1019,65,9.9,59.8,5.3,4,10,2023-02-06T07:09:47,2023-02-06T17:35:10,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-07,48.9,31.3,41.3,46.7,30,38,30.9,67.5,0,0,0,,0,0,20.8,11.5,193,1025.3,66.2,9.6,99.1,8.5,4,10,2023-02-07T07:08:44,2023-02-07T17:36:20,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-08,65.7,44.2,53.2,65.7,41.9,53,35.3,53.1,0,0,0,,0,0,21.9,14.9,354.1,1023.3,85.6,9.8,137,11.8,5,10,2023-02-08T07:07:41,2023-02-08T17:37:29,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-09,63.4,45.9,55,63.4,43.1,54.4,43.3,65.1,0,0,0,,0,0,26.4,16,174.4,1018.6,87.9,9.9,74.4,6.5,3,10,2023-02-09T07:06:36,2023-02-09T17:38:39,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-10,64,48.6,57.5,64,43.8,56.7,38.6,51,0,0,0,,0,0,33.7,21.2,291.9,1015.9,70.4,9.9,134.6,11.6,6,10,2023-02-10T07:05:29,2023-02-10T17:39:47,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-11,50,39.7,45.1,49.4,32.9,41,22.6,41.3,0,0,0,,0,0,28.5,17.7,319.1,1025.8,80.9,9.9,149,12.8,6,10,2023-02-11T07:04:22,2023-02-11T17:40:56,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-12,41.7,37.8,39.6,41.7,28.2,34.6,32.1,75.6,0.807,100,62.5,rain,0,0,29.8,18.1,26,1016.3,91.3,8.3,19.3,1.6,1,10,2023-02-12T07:03:13,2023-02-12T17:42:05,0.74,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-13,57.5,37.2,46.8,57.5,30.4,43,24.9,46.8,0.023,100,12.5,rain,0,0,22.7,15.8,301,1006.8,62.2,9.9,118,10.1,6,10,2023-02-13T07:02:02,2023-02-13T17:43:13,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-14,59.1,37.2,48.1,59.1,33.8,46.6,29.6,51.3,0,0,0,,0,0,10.3,10.2,173.8,1018.5,56.6,9.9,160,13.9,6,10,2023-02-14T07:00:50,2023-02-14T17:44:21,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-15,68.1,48.7,56.3,68.1,43.4,54.5,40,55.3,0.011,100,4.17,rain,0,0,29.8,16.8,191.6,1017.4,82.3,9.9,113.4,9.8,6,10,2023-02-15T06:59:38,2023-02-15T17:45:29,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-16,62.9,46.9,54.6,62.9,43.5,54.2,50.4,86.4,0.137,100,20.83,rain,0,0,20.8,11.2,189.4,1015.5,90.3,8.8,37.7,3,2,10,2023-02-16T06:58:24,2023-02-16T17:46:36,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-17,62.9,35.9,51.4,62.9,24,48.3,43.4,75.5,0.679,100,29.17,rain,0,0,45.5,25.2,294.4,1009.4,88.9,8.6,24.4,2.1,1,10,2023-02-17T06:57:08,2023-02-17T17:47:44,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-18,46.8,28.8,36.8,43.4,17.8,29.7,17.4,45.6,0,0,0,,0,0,34.6,21.1,308.4,1028.6,31.6,9.9,176,15.1,6,10,2023-02-18T06:55:52,2023-02-18T17:48:50,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-19,60.8,37.5,48.7,60.8,32.3,46.1,31.9,54,0,0,0,,0,0,31.5,20.1,186.6,1022.7,64.6,9.9,155.7,13.6,7,10,2023-02-19T06:54:35,2023-02-19T17:49:57,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-20,57.1,47.7,52.3,57.1,44.2,51.5,42.2,69.3,0,0,0,,0,0,16.1,12.6,189.4,1008.5,86.6,9.9,61.4,5.2,3,10,2023-02-20T06:53:16,2023-02-20T17:51:03,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-21,63.8,45.6,54.2,63.8,44.7,53.9,38.4,59.1,0.011,100,4.17,rain,0,0,40.3,15.7,273.2,1005.2,72.6,9.9,134.1,11.4,6,10,2023-02-21T06:51:57,2023-02-21T17:52:09,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-22,53,43.1,48.5,53,39,47.3,32.1,54,0.019,100,4.17,rain,0,0,18.3,12.3,99.6,1016,86.9,9.9,62.8,5.5,4,10,2023-02-22T06:50:36,2023-02-22T17:53:15,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,AS365,74594013705"
"washington, dc",2023-02-23,80.6,45.6,57.1,79.7,42.5,56.4,45.6,68,0,0,0,,0,0,21.9,10.8,158,1011.5,53.3,9.7,140.8,12.2,7,10,2023-02-23T06:49:15,2023-02-23T17:54:20,0.11,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-02-24,65.5,41.8,54.6,65.5,34.6,52.8,27.3,35.7,0,0,0,,0,0,45.7,27.6,323.5,1024.2,44.2,9.9,148.3,12.9,7,10,2023-02-24T06:47:53,2023-02-24T17:55:25,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-02-25,39.3,33.4,36.5,36.8,26.8,31.3,25.2,65.4,0.011,100,4.17,rain,0,0,17.2,12,75.7,1027.9,92.2,9.2,35.1,3,2,10,2023-02-25T06:46:29,2023-02-25T17:56:30,0.18,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-02-26,52.9,36.9,44.2,52.9,32,41,35.5,73.2,0,0,0,,0,0,21.9,13.5,209.8,1015.5,67.3,9.5,147.6,12.8,7,10,2023-02-26T06:45:05,2023-02-26T17:57:34,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-02-27,51.1,37.3,45.6,51.1,34.1,43.3,33.6,64.6,0.162,100,16.67,rain,0,0,25.3,12.8,119.6,1010.6,80.9,9.7,72.9,6.4,5,10,2023-02-27T06:43:41,2023-02-27T17:58:38,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-02-28,62.7,40.9,48.7,62.7,37,46.5,40.2,74.4,0.108,100,8.33,rain,0,0,28.9,14.7,11.4,1006.8,70.5,9,139.5,12.1,7,10,2023-02-28T06:42:15,2023-02-28T17:59:42,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-03-01,56,38.9,48.1,56,37.1,46.9,40,74.8,0,0,0,,0,0,18.3,15.9,169.8,1016.9,40.7,9.1,149.3,12.9,7,10,2023-03-01T06:40:49,2023-03-01T18:00:46,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-03-02,65.8,47.8,55.3,65.8,45.7,54.8,43.9,69.3,0.052,100,12.5,rain,0,0,20.8,12.5,303.7,1007.5,86.1,9.8,71,6.2,4,10,2023-03-02T06:39:22,2023-03-02T18:01:49,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-03-03,51.9,40.9,45.3,51.9,34.2,40.6,36.8,73.2,0.218,100,45.83,rain,0,0,24.2,15.5,74.9,1011.1,90.9,8.2,23.6,1.9,1,10,2023-03-03T06:37:54,2023-03-03T18:02:52,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-03-04,57.7,40.9,49.3,57.7,37,46.8,34.7,60.3,0.074,100,4.17,rain,0,0,43.7,27.3,303.3,1005.2,53.7,9.9,183.5,16,7,10,2023-03-04T06:36:26,2023-03-04T18:03:54,0.41,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-03-05,64.7,37.1,50.4,64.7,33.8,49.5,31.6,52.9,0,0,0,,0,0,32.5,20.5,320.5,1021.5,20.7,9.9,181.8,15.7,7,10,2023-03-05T06:34:57,2023-03-05T18:04:56,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-03-06,57.8,39.9,48.6,57.8,37.6,47.5,30.6,50.9,0,0,0,,0,0,11.4,9.8,69.1,1020.5,53.6,9.9,179.7,15.3,7,10,2023-03-06T06:33:27,2023-03-06T18:05:58,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-03-07,54.8,42,46.7,54.8,33,41.9,24.8,46.6,0,0,0,,0,0,44.2,26.5,330.6,1014,46.5,9.9,161.9,13.8,7,10,2023-03-07T06:31:57,2023-03-07T18:07:00,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-03-08,52.9,34.9,43.8,52.9,24.9,37.7,21,40.3,0,0,0,,0,0,34.1,21.5,331.9,1024,15.3,9.9,196.5,16.9,7,10,2023-03-08T06:30:27,2023-03-08T18:08:01,0.54,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-03-09,55.8,36.9,45.9,55.8,28.8,42.4,27.5,49.2,0,0,0,,0,0,20.5,12.6,342.3,1023.8,35.5,9.9,194.8,16.7,7,10,2023-03-09T06:28:56,2023-03-09T18:09:03,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-03-10,46,40.8,43.7,43.6,37.1,40.3,36.3,75.6,0.149,100,29.17,rain,0,0,26.4,10.3,146.6,1013.5,90.7,8.7,30.9,2.7,2,10,2023-03-10T06:27:24,2023-03-10T18:10:03,0.61,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-03-11,47.7,38.7,42.7,41.2,28,34.8,26.7,53.3,0,0,0,,0,0,37.6,24.7,322.1,1011.4,92.8,9.9,104.5,9,5,10,2023-03-11T06:25:52,2023-03-11T18:11:04,0.65,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-03-12,42,32.8,37.7,40.9,27.4,33.4,29.4,72.5,0.023,100,12.5,rain,0,0,11.4,8.8,61.6,1016.5,75.8,9.8,65.9,5.5,2,10,2023-03-12T07:24:20,2023-03-12T19:12:04,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"washington, dc",2023-03-13,49.8,38.7,43.2,45.5,34.8,40.4,36.6,78.9,0.042,100,16.67,rain,0,0,26.4,17.8,344,1012.1,96.2,8.1,56.4,4.9,3,10,2023-03-13T07:22:47,2023-03-13T19:13:05,0.72,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
